review_status,district,name,category,address,road_address,latitude,longitude,naver_link,blog_search_url,matched_queries,local_hit_count,comment_sort_hit_count,blog_result_count,recent_blog_count,distinct_blogger_count,latest_post_date,recommendation_score,recommendation_reason,possible_duplicate,reject_reason
pending,서구,샘머리김밥,분식>김밥,대전광역시 서구 둔산동 908,대전광역시 서구 청사로 281,36.3619545,127.3913275,https://blog.naver.com/hmk860103,https://search.naver.com/search.naver?where=blog&query=%EC%83%98%EB%A8%B8%EB%A6%AC%EA%B9%80%EB%B0%A5+%EC%84%9C%EA%B5%AC,둔산동 분식,2,1,349,45,84,20260717,58,최근 12개월 블로그 45건,,
pending,서구,설천순대국밥,"한식>순대,순댓국",대전광역시 서구 둔산동 1353,대전광역시 서구 둔산로51번길 66,36.3539957,127.3805236,,https://search.naver.com/search.naver?where=blog&query=%EC%84%A4%EC%B2%9C%EC%88%9C%EB%8C%80%EA%B5%AD%EB%B0%A5+%EC%84%9C%EA%B5%AC,둔산동 국밥,2,1,366,86,94,20260715,58,최근 12개월 블로그 86건,,
pending,서구,시골길내륙본점,한식>낙지요리,대전광역시 서구 둔산동 997,대전광역시 서구 둔산로31번길 61,36.3544331,127.3773613,,https://search.naver.com/search.naver?where=blog&query=%EC%8B%9C%EA%B3%A8%EA%B8%B8%EB%82%B4%EB%A5%99%EB%B3%B8%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 해산물,1,1,172,43,97,20260618,58,지역성: 본점; 최근 12개월 블로그 43건,,
pending,서구,육함,한식>돼지고기구이,"대전광역시 서구 갈마동 830 101,B01호","대전광역시 서구 갈마역로 17 101,B01호",36.3520764,127.3736968,https://www.instagram.com/yookham__,https://search.naver.com/search.naver?where=blog&query=%EC%9C%A1%ED%95%A8+%EC%84%9C%EA%B5%AC,갈마동 냉면,2,1,251,91,95,20260710,58,최근 12개월 블로그 91건,,
pending,서구,장원갑칼국수 둔산 갤러리아 타임월드점,"한식>칼국수,만두",대전광역시 서구 둔산동 1127 1층 104호,대전광역시 서구 대덕대로176번길 15 1층 104호,36.3481886,127.3778882,https://www.instagram.com/jangwongab_dunsan/,https://search.naver.com/search.naver?where=blog&query=%EC%9E%A5%EC%9B%90%EA%B0%91%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%91%94%EC%82%B0+%EA%B0%A4%EB%9F%AC%EB%A6%AC%EC%95%84+%ED%83%80%EC%9E%84%EC%9B%94%EB%93%9C%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 칼국수,1,0,1577,100,98,20260720,58,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,서구,킨토토 대전점,음식점>일식>일본식라면,대전광역시 서구 갈마동 273-19,대전광역시 서구 계룡로 403,36.3508933,127.3728132,http://instagram.com/KINTOTO_GALMA,https://search.naver.com/search.naver?where=blog&query=%ED%82%A8%ED%86%A0%ED%86%A0+%EB%8C%80%EC%A0%84%EC%A0%90+%EC%84%9C%EA%B5%AC,갈마동 맛집,1,1,172,13,96,20260618,58,지역성: 대전; 최근 12개월 블로그 13건,,
pending,서구,호박꽃마차 본점,"한식>육류,고기요리",대전광역시 서구 갈마동 982 1층 호박꽃마차,대전광역시 서구 대덕대로151번길 23 1층 호박꽃마차,36.3478389,127.3736797,http://www.hbgmacha.com/,https://search.naver.com/search.naver?where=blog&query=%ED%98%B8%EB%B0%95%EA%BD%83%EB%A7%88%EC%B0%A8+%EB%B3%B8%EC%A0%90+%EC%84%9C%EA%B5%AC,갈마동 한식,1,1,120,49,99,20260718,58,지역성: 본점; 최근 12개월 블로그 49건,,
pending,서구,국밥 참 맛있는 집 대전시청점,음식점>한식>국밥,대전광역시 서구 둔산동 1389 1층 101-3호,대전광역시 서구 문예로 73 1층 101-3호,36.3534359,127.3897595,https://www.gukcham.com/,https://search.naver.com/search.naver?where=blog&query=%EA%B5%AD%EB%B0%A5+%EC%B0%B8+%EB%A7%9B%EC%9E%88%EB%8A%94+%EC%A7%91+%EB%8C%80%EC%A0%84%EC%8B%9C%EC%B2%AD%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 삼계탕,1,0,515,72,94,20260622,57,지역성: 대전; 최근 12개월 블로그 72건,,
pending,서구,굴렁쇠막창,"한식>곱창,막창,양",대전광역시 서구 갈마동 343-55 1층 굴렁쇠막창,대전광역시 서구 계룡로394번길 9 1층 굴렁쇠막창,36.3507251,127.3714278,,https://search.naver.com/search.naver?where=blog&query=%EA%B5%B4%EB%A0%81%EC%87%A0%EB%A7%89%EC%B0%BD+%EC%84%9C%EA%B5%AC,갈마동 노포,2,1,142,42,95,20260702,57,최근 12개월 블로그 42건,,
pending,서구,백그릇국밥 대전법원점,한식>국밥,대전광역시 서구 둔산동 1483 이레빌딩 1층,대전광역시 서구 둔산로137번길 22 이레빌딩 1층,36.3523717,127.3893950,http://100gukbob.com,https://search.naver.com/search.naver?where=blog&query=%EB%B0%B1%EA%B7%B8%EB%A6%87%EA%B5%AD%EB%B0%A5+%EB%8C%80%EC%A0%84%EB%B2%95%EC%9B%90%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 국밥,1,0,493,17,96,20260609,57,지역성: 대전; 최근 12개월 블로그 17건,,
pending,서구,유미삼겹 숯불갈비,한식>돼지고기구이,대전광역시 서구 갈마동 1496 1층 유미삼겹 숯불갈비,대전광역시 서구 신갈마로 186 1층 유미삼겹 숯불갈비,36.3510765,127.3683520,https://www.instagram.com/ume_bbq/,https://search.naver.com/search.naver?where=blog&query=%EC%9C%A0%EB%AF%B8%EC%82%BC%EA%B2%B9+%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84+%EC%84%9C%EA%B5%AC,갈마동 냉면,1,1,3441,100,81,20260720,57,최근 12개월 블로그 100건,,
pending,서구,주감 본점,술집>요리주점,대전광역시 서구 갈마동 855 1층 주감,대전광역시 서구 갈마역로25번길 17-17 1층 주감,36.3520252,127.3728983,https://www.instagram.com/jugam_daejeon,https://search.naver.com/search.naver?where=blog&query=%EC%A3%BC%EA%B0%90+%EB%B3%B8%EC%A0%90+%EC%84%9C%EA%B5%AC,갈마동 칼국수,1,1,72,29,69,20260709,57,지역성: 본점; 최근 12개월 블로그 29건,,
pending,서구,푸짐한조개찜,한식>조개요리,대전광역시 서구 갈마동 261-1,대전광역시 서구 월평중로4번길 74,36.3541444,127.3679769,http://ok114.co.kr/0424717026,https://search.naver.com/search.naver?where=blog&query=%ED%91%B8%EC%A7%90%ED%95%9C%EC%A1%B0%EA%B0%9C%EC%B0%9C+%EC%84%9C%EA%B5%AC,갈마동 칼국수,1,1,3041,100,94,20260720,57,최근 12개월 블로그 100건,,
pending,서구,길가옆에누룽지삼계탕 서구점,"한식>백숙,삼계탕",대전광역시 서구 갈마동 263-49,대전광역시 서구 월평중로4번길 77,36.3542890,127.3683204,http://gilgayeope.com/,https://search.naver.com/search.naver?where=blog&query=%EA%B8%B8%EA%B0%80%EC%98%86%EC%97%90%EB%88%84%EB%A3%BD%EC%A7%80%EC%82%BC%EA%B3%84%ED%83%95+%EC%84%9C%EA%B5%AC%EC%A0%90+%EC%84%9C%EA%B5%AC,갈마동 삼계탕,2,1,51,8,39,20260707,56,최근 12개월 블로그 8건,,
pending,서구,담온식당,음식점>한식,대전광역시 서구 둔산동 1407 1층 107호,대전광역시 서구 둔산로123번길 21 1층 107호,36.3522510,127.3872557,https://blog.naver.com/mac2y2,https://search.naver.com/search.naver?where=blog&query=%EB%8B%B4%EC%98%A8%EC%8B%9D%EB%8B%B9+%EC%84%9C%EA%B5%AC,둔산동 칼국수 | 둔산동 한식,2,0,746,100,95,20260719,56,최근 12개월 블로그 100건,,
pending,서구,산더미 미성돼지국밥 대전둔산점,한식>국밥,대전광역시 서구 둔산동 1456 1층 102호,대전광역시 서구 둔산로 129 1층 102호,36.3517027,127.3882086,https://sandeomimiseong.com,https://search.naver.com/search.naver?where=blog&query=%EC%82%B0%EB%8D%94%EB%AF%B8+%EB%AF%B8%EC%84%B1%EB%8F%BC%EC%A7%80%EA%B5%AD%EB%B0%A5+%EB%8C%80%EC%A0%84%EB%91%94%EC%82%B0%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 국밥,1,0,309,100,93,20260719,56,지역성: 대전; 최근 12개월 블로그 100건,,
pending,서구,수복삼계탕 둔산점,"한식>백숙,삼계탕","대전광역시 서구 둔산동 1405 메트로팰리스 1층 109호,110호","대전광역시 서구 둔산중로 66 메트로팰리스 1층 109호,110호",36.3525073,127.3872672,https://본수복삼계탕.com/,https://search.naver.com/search.naver?where=blog&query=%EC%88%98%EB%B3%B5%EC%82%BC%EA%B3%84%ED%83%95+%EB%91%94%EC%82%B0%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 삼계탕,2,1,58,39,51,20260515,56,최근 12개월 블로그 39건,,
pending,서구,오씨칼국수 둔산점,"한식>칼국수,만두",대전광역시 서구 둔산동 1304 근로자종합복지관지하 1층,"대전광역시 서구 둔산서로 84 (둔산동,근로자종합복지관)지하 1층",36.3543011,127.3833078,,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EC%94%A8%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%91%94%EC%82%B0%EC%A0%90+%EB%91%94%EC%82%B0%EB%8F%99,둔산동 칼국수,1,0,283,86,100,20260719,56,지역성: 칼국수; 최근 12개월 블로그 86건,,
pending,서구,택이네조개전골 대전시청점,"음식점>한식>해물,생선요리>조개요리",대전광역시 서구 둔산동 1429 SH빌딩 1층,대전광역시 서구 둔산남로 99 SH빌딩 1층,36.3491996,127.3886030,,https://search.naver.com/search.naver?where=blog&query=%ED%83%9D%EC%9D%B4%EB%84%A4%EC%A1%B0%EA%B0%9C%EC%A0%84%EA%B3%A8+%EB%8C%80%EC%A0%84%EC%8B%9C%EC%B2%AD%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 해산물,1,0,293,44,97,20260717,56,지역성: 대전; 최근 12개월 블로그 44건,,
pending,서구,담라 둔산본점,음식점>한식,대전광역시 서구 둔산동 1488 2층,대전광역시 서구 둔산남로105번길 34 2층,36.3506080,127.3894944,https://www.instagram.com/damra_means_jeju,https://search.naver.com/search.naver?where=blog&query=%EB%8B%B4%EB%9D%BC+%EB%91%94%EC%82%B0%EB%B3%B8%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 냉면,1,0,129,100,97,20260719,55,지역성: 본점; 최근 12개월 블로그 100건,,
pending,서구,무한고기충전소,"한식>육류,고기요리",대전광역시 서구 둔산동 1450 2층,대전광역시 서구 둔산중로46번길 38 2층,36.3506828,127.3889942,,https://search.naver.com/search.naver?where=blog&query=%EB%AC%B4%ED%95%9C%EA%B3%A0%EA%B8%B0%EC%B6%A9%EC%A0%84%EC%86%8C+%EC%84%9C%EA%B5%AC,둔산동 노포,2,1,27,27,27,20260717,55,최근 12개월 블로그 27건,,
pending,서구,본만쥬 갈마점,분식>종합분식,대전광역시 서구 갈마동 834,대전광역시 서구 갈마역로 11,36.3516367,127.3735169,https://www.instagram.com/bonmanju1,https://search.naver.com/search.naver?where=blog&query=%EB%B3%B8%EB%A7%8C%EC%A5%AC+%EA%B0%88%EB%A7%88%EC%A0%90+%EC%84%9C%EA%B5%AC,갈마동 노포,2,1,29,22,27,20260712,55,최근 12개월 블로그 22건,,
pending,서구,부산면관 둔산직영점,음식점>한식,대전광역시 서구 둔산동 1308 하이베라스 1층 105호,대전광역시 서구 대덕대로234번길 45 하이베라스 1층 105호,36.3537005,127.3821776,http://busanmyeongwan.co.kr/,https://search.naver.com/search.naver?where=blog&query=%EB%B6%80%EC%82%B0%EB%A9%B4%EA%B4%80+%EB%91%94%EC%82%B0%EC%A7%81%EC%98%81%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 국밥,1,1,593,100,99,20260718,55,최근 12개월 블로그 100건,,
pending,서구,불타는반점 본점,중식>중식당,대전광역시 서구 둔산동 1309 1층 103호,대전광역시 서구 대덕대로234번길 46 1층 103호,36.3532201,127.3821177,https://www.baemin.com/shopDetail?shopDetail_shopNo=14750491&bm_rfr=SHARE&shopDetail_campaignId=-1,https://search.naver.com/search.naver?where=blog&query=%EB%B6%88%ED%83%80%EB%8A%94%EB%B0%98%EC%A0%90+%EB%B3%B8%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 중식,1,0,185,100,84,20260716,55,지역성: 본점; 최근 12개월 블로그 100건,,
pending,서구,수테,음식점>한식,대전광역시 서구 둔산동 990 1층,대전광역시 서구 둔산로31번길 31 1층,36.3530913,127.3773543,https://www.instagram.com/soo__tae,https://search.naver.com/search.naver?where=blog&query=%EC%88%98%ED%85%8C+%EC%84%9C%EA%B5%AC,둔산동 맛집 | 둔산동 한식,2,0,305,100,95,20260717,55,최근 12개월 블로그 100건,,
pending,서구,연골연탄집 대전갈마점,"한식>육류,고기요리",대전광역시 서구 갈마동 307-20 1층 연골연탄집,대전광역시 서구 신갈마로 202 1층 연골연탄집,36.3515884,127.3684595,,https://search.naver.com/search.naver?where=blog&query=%EC%97%B0%EA%B3%A8%EC%97%B0%ED%83%84%EC%A7%91+%EB%8C%80%EC%A0%84%EA%B0%88%EB%A7%88%EC%A0%90+%EC%84%9C%EA%B5%AC,갈마동 국밥,1,0,167,98,96,20260710,55,지역성: 대전; 최근 12개월 블로그 98건,,
pending,서구,이억만포장마차,술집>요리주점,대전광역시 서구 둔산동 1064 명성빌딩,대전광역시 서구 대덕대로185번길 30 명성빌딩,36.3504183,127.3760405,,https://search.naver.com/search.naver?where=blog&query=%EC%9D%B4%EC%96%B5%EB%A7%8C%ED%8F%AC%EC%9E%A5%EB%A7%88%EC%B0%A8+%EC%84%9C%EA%B5%AC,둔산동 노포,1,1,481,63,95,20260719,55,최근 12개월 블로그 63건,,
pending,서구,정김밥,분식>김밥,대전광역시 서구 둔산동 967 1층 149호,대전광역시 서구 둔산북로 22 1층 149호,36.3556548,127.3767765,,https://search.naver.com/search.naver?where=blog&query=%EC%A0%95%EA%B9%80%EB%B0%A5+%EC%84%9C%EA%B5%AC,둔산동 분식,1,1,578,100,94,20260714,55,최근 12개월 블로그 100건,,
pending,서구,카이테키 대전점,음식점>일식>일식당,대전광역시 서구 둔산동 1222 1층,대전광역시 서구 계룡로491번길 82 1층,36.3483823,127.3821177,https://www.instagram.com/kaiteki042_,https://search.naver.com/search.naver?where=blog&query=%EC%B9%B4%EC%9D%B4%ED%85%8C%ED%82%A4+%EB%8C%80%EC%A0%84%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 일식,1,0,203,100,91,20260720,55,지역성: 대전; 최근 12개월 블로그 100건,,
pending,서구,타츠진 우동,음식점>일식>일식당,대전광역시 서구 둔산동 1023 1층 106호,대전광역시 서구 대덕대로249번길 15 1층 106호,36.3547259,127.3781036,https://app.catchtable.co.kr/ct/shop/tatsujinudon,https://search.naver.com/search.naver?where=blog&query=%ED%83%80%EC%B8%A0%EC%A7%84+%EC%9A%B0%EB%8F%99+%EC%84%9C%EA%B5%AC,둔산동 일식,1,1,510,100,98,20260720,55,최근 12개월 블로그 100건,,
pending,서구,더베이징,중식>중식당,대전광역시 서구 둔산동 1083 더 프라임시티 2층 201호,대전광역시 서구 대덕대로195번길 58 더 프라임시티 2층 201호,36.3518437,127.3753144,,https://search.naver.com/search.naver?where=blog&query=%EB%8D%94%EB%B2%A0%EC%9D%B4%EC%A7%95+%EC%84%9C%EA%B5%AC,둔산동 중식,1,0,20002,100,91,20260720,54,최근 12개월 블로그 100건,,
pending,서구,명동닭한마리 둔산을지점,한식>닭요리,"대전광역시 서구 둔산동 1353 1층 107호, 107-1호","대전광역시 서구 둔산로51번길 66 1층 107호, 107-1호",36.3541794,127.3807282,,https://search.naver.com/search.naver?where=blog&query=%EB%AA%85%EB%8F%99%EB%8B%AD%ED%95%9C%EB%A7%88%EB%A6%AC+%EB%91%94%EC%82%B0%EC%9D%84%EC%A7%80%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 삼계탕,1,1,247,67,98,20260707,54,최근 12개월 블로그 67건,,
pending,서구,무릉도원,술집>요리주점,대전광역시 서구 갈마동 343-14 1층 무릉도원,대전광역시 서구 계룡로416번길 54 1층 무릉도원,36.3480184,127.3725347,https://www.instagram.com/mureung.dn,https://search.naver.com/search.naver?where=blog&query=%EB%AC%B4%EB%A6%89%EB%8F%84%EC%9B%90+%EC%84%9C%EA%B5%AC,갈마동 냉면,1,0,2547,100,98,20260720,54,최근 12개월 블로그 100건,,
pending,서구,상무초밥 둔산점,"음식점>일식>초밥,롤",대전광역시 서구 둔산동 1002,대전광역시 서구 둔산로31번길 66,36.3546813,127.3776449,http://pf.kakao.com/_UTwjG,https://search.naver.com/search.naver?where=blog&query=%EC%83%81%EB%AC%B4%EC%B4%88%EB%B0%A5+%EB%91%94%EC%82%B0%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 일식,1,1,456,100,97,20260714,54,최근 12개월 블로그 100건,,
pending,서구,설도,한식>소고기구이,대전광역시 서구 갈마동 902 1층 설도,대전광역시 서구 갈마역로 9 1층 설도,36.3513854,127.3733933,,https://search.naver.com/search.naver?where=blog&query=%EC%84%A4%EB%8F%84+%EC%84%9C%EA%B5%AC,갈마동 냉면,1,0,6543,100,99,20260720,54,최근 12개월 블로그 100건,,
pending,서구,소리,술집>이자카야,대전광역시 서구 둔산동 1309 1층 102호,대전광역시 서구 대덕대로234번길 46 1층 102호,36.3533172,127.3822565,https://app.catchtable.co.kr/ct/shop/sori,https://search.naver.com/search.naver?where=blog&query=%EC%86%8C%EB%A6%AC+%EC%84%9C%EA%B5%AC,둔산동 일식,1,0,371821,100,66,20260720,54,최근 12개월 블로그 100건,,
pending,서구,원산시도삭면,중식>중식당,대전광역시 서구 둔산동 1077 트라이얼스타 B동 2층 202호,대전광역시 서구 둔지로 11 트라이얼스타 B동 2층 202호,36.3508100,127.3755366,https://www.instagram.com/won_shanxi,https://search.naver.com/search.naver?where=blog&query=%EC%9B%90%EC%82%B0%EC%8B%9C%EB%8F%84%EC%82%AD%EB%A9%B4+%EC%84%9C%EA%B5%AC,둔산동 중식,1,1,442,70,95,20260706,54,최근 12개월 블로그 70건,,
pending,서구,태원,중식>중식당,대전광역시 서구 둔산동 1242,대전광역시 서구 문정로 19,36.3462176,127.3816771,,https://search.naver.com/search.naver?where=blog&query=%ED%83%9C%EC%9B%90+%EC%84%9C%EA%B5%AC,둔산동 중식,1,0,3124,100,97,20260717,54,최근 12개월 블로그 100건,,
pending,서구,범이네숯불구이,한식>닭갈비,대전광역시 서구 갈마동 1049 1층 범이네숯불구이,대전광역시 서구 대덕대로 159 1층 범이네숯불구이,36.3477738,127.3756894,https://www.instagram.com/leesungbeom_1982/,https://search.naver.com/search.naver?where=blog&query=%EB%B2%94%EC%9D%B4%EB%84%A4%EC%88%AF%EB%B6%88%EA%B5%AC%EC%9D%B4+%EC%84%9C%EA%B5%AC,갈마동 칼국수,1,1,202,66,98,20260715,53,최근 12개월 블로그 66건,,
pending,서구,시인의 바다,음식점>한식,대전광역시 서구 갈마동 337-32,대전광역시 서구 신갈마로181번길 5,36.3497390,127.3677721,https://blog.naver.com/farewell7,https://search.naver.com/search.naver?where=blog&query=%EC%8B%9C%EC%9D%B8%EC%9D%98+%EB%B0%94%EB%8B%A4+%EC%84%9C%EA%B5%AC,갈마동 칼국수,1,1,209,34,93,20260607,53,최근 12개월 블로그 34건,,
pending,서구,오가네대구왕뽈떼기 아구도발,음식점>한식,대전광역시 서구 갈마동 338-3 1층 아구도발,대전광역시 서구 갈마로 36 1층 아구도발,36.3490790,127.3689272,,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EA%B0%80%EB%84%A4%EB%8C%80%EA%B5%AC%EC%99%95%EB%BD%88%EB%96%BC%EA%B8%B0+%EC%95%84%EA%B5%AC%EB%8F%84%EB%B0%9C+%EC%84%9C%EA%B5%AC,갈마동 맛집 | 갈마동 한식,2,0,93,34,79,20260715,53,최근 12개월 블로그 34건,,
pending,서구,오마카세키친,한식>생선회,대전광역시 서구 둔산동 1005 로뎀빌딩 2층,대전광역시 서구 둔산로31번길 52 로뎀빌딩 2층,36.3540722,127.3777370,http://omakase-kitchen.zeep.kr/,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EB%A7%88%EC%B9%B4%EC%84%B8%ED%82%A4%EC%B9%9C+%EC%84%9C%EA%B5%AC,둔산동 해산물,1,0,1154,100,97,20260719,53,최근 12개월 블로그 100건,,
pending,서구,용주,술집>요리주점,대전광역시 서구 갈마동 1027 1층 101호,대전광역시 서구 대덕대로161번길 31 1층 101호,36.3486982,127.3745625,https://www.instagram.com/yongju4000?igsh=amtwam1yN29jcW1y&utm_source=qr,https://search.naver.com/search.naver?where=blog&query=%EC%9A%A9%EC%A3%BC+%EC%84%9C%EA%B5%AC,갈마동 칼국수,1,0,1589,100,98,20260720,53,최근 12개월 블로그 100건,,
pending,서구,이비가짬뽕 시청점,음식점>중식당,대전광역시 서구 둔산동 1447 1층,대전광역시 서구 둔산중로40번길 19 1층,36.3503394,127.3878267,,https://search.naver.com/search.naver?where=blog&query=%EC%9D%B4%EB%B9%84%EA%B0%80%EC%A7%AC%EB%BD%95+%EC%8B%9C%EC%B2%AD%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 중식,1,1,120,18,76,20260710,53,최근 12개월 블로그 18건,,
pending,서구,족발이랑칼국시,"한식>족발,보쌈",대전광역시 서구 갈마동 1356-1,대전광역시 서구 갈마로147번길 58,36.3410678,127.3767985,,https://search.naver.com/search.naver?where=blog&query=%EC%A1%B1%EB%B0%9C%EC%9D%B4%EB%9E%91%EC%B9%BC%EA%B5%AD%EC%8B%9C+%EC%84%9C%EA%B5%AC,갈마동 두부두루치기,1,1,103,41,52,20260421,53,최근 12개월 블로그 41건,,
pending,서구,카우카우 둔산점,한식>소고기구이,대전광역시 서구 둔산동 1068 2층 01호 카우카우 둔산점,대전광역시 서구 둔지로 18 2층 01호 카우카우 둔산점,36.3512696,127.3763050,,https://search.naver.com/search.naver?where=blog&query=%EC%B9%B4%EC%9A%B0%EC%B9%B4%EC%9A%B0+%EB%91%94%EC%82%B0%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 고기 | 둔산동 한식,2,0,87,87,87,20260715,53,최근 12개월 블로그 87건,,
pending,서구,동백카츠 둔산점,음식점>일식>돈가스,대전광역시 서구 둔산동 1004 1층 동백카츠,대전광역시 서구 둔산로31번길 56 1층 동백카츠,36.3543187,127.3776607,https://www.instagram.com/dongbaek.cutlet/,https://search.naver.com/search.naver?where=blog&query=%EB%8F%99%EB%B0%B1%EC%B9%B4%EC%B8%A0+%EB%91%94%EC%82%B0%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 맛집,1,0,491,100,98,20260719,52,최근 12개월 블로그 100건,,
pending,서구,만전 대전시청점,"한식>육류,고기요리",대전광역시 서구 둔산동 1439 1층,대전광역시 서구 둔산중로40번길 20 1층,36.3499051,127.3878115,,https://search.naver.com/search.naver?where=blog&query=%EB%A7%8C%EC%A0%84+%EB%8C%80%EC%A0%84%EC%8B%9C%EC%B2%AD%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 국밥,1,0,12,11,12,20260706,52,지역성: 대전; 최근 12개월 블로그 11건,,
pending,서구,맛찬들왕소금구이 둔산점,"한식>육류,고기요리",대전광역시 서구 둔산동 1448 1층 101호,대전광역시 서구 둔산중로46번길 22 1층 101호,36.3506741,127.3878247,,https://search.naver.com/search.naver?where=blog&query=%EB%A7%9B%EC%B0%AC%EB%93%A4%EC%99%95%EC%86%8C%EA%B8%88%EA%B5%AC%EC%9D%B4+%EB%91%94%EC%82%B0%EC%A0%90+%EC%84%9C%EA%B5%AC,둔산동 국밥,1,1,82,18,77,20260715,52,최근 12개월 블로그 18건,,
pending,서구,모리아,음식점>일식>일식당,대전광역시 서구 둔산동 1434 1층 102호,대전광역시 서구 둔산중로32번길 35 1층 102호,36.3495921,127.3886675,https://www.instagram.com/moria._.officially,https://search.naver.com/search.naver?where=blog&query=%EB%AA%A8%EB%A6%AC%EC%95%84+%EC%84%9C%EA%B5%AC,둔산동 일식,1,0,725,100,100,20260719,52,최근 12개월 블로그 100건,,
pending,서구,신선칡냉면,한식>냉면,대전광역시 서구 둔산동 1966 1층,대전광역시 서구 둔산로218번길 26 1층,36.3500077,127.3980754,,https://search.naver.com/search.naver?where=blog&query=%EC%8B%A0%EC%84%A0%EC%B9%A1%EB%83%89%EB%A9%B4+%EC%84%9C%EA%B5%AC,둔산동 냉면,1,0,606,99,97,20260717,52,최근 12개월 블로그 99건,,
pending,서구,추성순대족발,"한식>순대,순댓국",대전광역시 서구 둔산동 925 1층,대전광역시 서구 둔산중로134번길 39 1층,36.3588730,127.3892282,,https://search.naver.com/search.naver?where=blog&query=%EC%B6%94%EC%84%B1%EC%88%9C%EB%8C%80%EC%A1%B1%EB%B0%9C+%EC%84%9C%EA%B5%AC,둔산동 삼계탕,1,1,88,38,54,20260717,52,최근 12개월 블로그 38건,,
pending,서구,둔산주먹구이,한식>돼지고기구이,대전광역시 서구 갈마동 827 1층 둔산주먹구이,대전광역시 서구 갈마역로 21 1층 둔산주먹구이,36.3523853,127.3738935,,https://search.naver.com/search.naver?where=blog&query=%EB%91%94%EC%82%B0%EC%A3%BC%EB%A8%B9%EA%B5%AC%EC%9D%B4+%EC%84%9C%EA%B5%AC,갈마동 냉면,1,0,447,96,96,20260719,51,최근 12개월 블로그 96건,,
pending,중구,다올칼국수,"한식>칼국수,만두",대전광역시 중구 문화동 126-2 1층,대전광역시 중구 보문산로293번길 7 1층,36.3103892,127.4107471,,https://search.naver.com/search.naver?where=blog&query=%EB%8B%A4%EC%98%AC%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%A4%91%EA%B5%AC,보문산 두부두루치기 | 보문산 칼국수 | 보문산 해산물,6,3,925,100,95,20260704,82,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,중구,감자바위골,"한식>칼국수,만두",대전광역시 중구 문창동 366-12 문창시장내 1층,대전광역시 중구 보문로20번길 14-4 문창시장내 1층,36.3150931,127.4383735,,https://search.naver.com/search.naver?where=blog&query=%EA%B0%90%EC%9E%90%EB%B0%94%EC%9C%84%EA%B3%A8+%EC%A4%91%EA%B5%AC,보문산 맛집 | 보문산 칼국수 | 보문산 한식 | 보문산 해산물,4,4,804,100,97,20260718,81,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,중구,보문산유씨네부엌샤브샤브,음식점>일식>샤브샤브,대전광역시 중구 대사동 197-15 1층 유씨네부엌,대전광역시 중구 보문산공원로497번길 109 1층 유씨네부엌,36.3090069,127.4193456,https://www.instagram.com/ussine.kitchen,https://search.naver.com/search.naver?where=blog&query=%EB%B3%B4%EB%AC%B8%EC%82%B0%EC%9C%A0%EC%94%A8%EB%84%A4%EB%B6%80%EC%97%8C%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C+%EC%A4%91%EA%B5%AC,보문산 맛집 | 보문산 일식 | 보문산 칼국수,5,3,1262,100,95,20260720,78,최근 12개월 블로그 100건,,
pending,중구,옹심이메밀칼국수,"한식>칼국수,만두",대전광역시 중구 대사동 121-2 1층,대전광역시 중구 보문산공원로 543 1층,36.3159988,127.4254606,,https://search.naver.com/search.naver?where=blog&query=%EC%98%B9%EC%8B%AC%EC%9D%B4%EB%A9%94%EB%B0%80%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%A4%91%EA%B5%AC,보문산 칼국수 | 보문산 한식,3,2,633,69,98,20260609,71,지역성: 칼국수; 최근 12개월 블로그 69건,,
